;1;2;3;4;5;6;7;8;9;10;11
1;0,905013829;0,04977303;0,028160307;0,00852706;0,002029471;0,003306672;0,001752986;0,00029138;0,000254524;0,000134568;0,000756172
2;0,252860318;0,6867916;0,011059563;0,011077914;0,014818289;0,015601796;0,004016153;0,001071571;0,000805654;0,000413974;0,001483169
3;0,056336081;0,299284847;0,580708145;0,005481799;0,003335045;0,028823037;0,017304189;0,002446239;0,001665522;0,00139658;0,003218514
4;0,001298139;0,138328413;0,327285696;0,455588878;0,006640417;0,009135261;0,044952603;0,002980881;0,004889646;0,002839318;0,006060747
5;0,000990344;0,098499897;0,090766988;0,249199608;0,475884557;0,008718991;0,051789431;0,00361606;0,007582795;0,003885519;0,009065811
6;0,00147301;0,004635249;0,145945123;0,0175491;0,179506914;0,563649101;0,024692002;0,028473216;0,009533582;0,008169885;0,016372817
7;0,000927959;0,004711954;0,00598935;0,068353342;0,053078046;0,159971401;0,603605339;0,016753295;0,028317936;0,019913078;0,0383783
8;0,000560091;0,00323257;0,015067069;0,004993843;0,006566472;0,074328209;0,304669843;0,428475806;0,035394005;0,045570766;0,081141325
9;0,000531279;0,004679687;0,007742534;0,01254106;0,015801534;0,031062332;0,150892244;0,133364878;0,417118175;0,067992719;0,158273557
10;0,000197156;0,000899192;0,002555337;0,005649338;0,006928116;0,031461074;0,105620265;0,085377945;0,168178805;0,183228529;0,409904244
11;0;0;0;0;0;0;0;0;0;0;1
