_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;Defaut
0.9017520552;0.051191673;0.0291812347;0.0088972473;0.002125414;0.0034735888;0.0018501364;0.0003085558;0.0002698944;0.0001428634;0.0008073371
0.2468053544;0.6905316678;0.0114000954;0.011442821;0.0153540354;0.0162577949;0.0042139504;0.0011284744;0.0008502389;0.0004376855;0.0015778819
0.0542075709;0.294337957;0.5853704049;0.0056448446;0.0034366994;0.0297975507;0.0180168014;0.0025619244;0.0017480684;0.0014689729;0.0034092053
0.0012189278;0.1342163075;0.3239052095;0.4603566112;0.0068246859;0.0093992949;0.0464977657;0.0031058047;0.0051060293;0.0029736861;0.0063956774
0.0009285737;0.0952695444;0.0889255257;0.246827862;0.4803937988;0.008953729;0.0534480432;0.0037564668;0.0078954477;0.0040582841;0.0095427245
0.0013840741;0.0044026677;0.1418258053;0.0172174939;0.1772519956;0.5676127102;0.0253755718;0.0293872739;0.0098820115;0.0084933844;0.0171670117
0.000869782;0.0044706571;0.0057218403;0.0661247719;0.0518193134;0.1575034464;0.6066594325;0.0171741753;0.0291120213;0.0205510783;0.0399934815
0.000523612;0.0030591432;0.0144161657;0.0048036726;0.0063286807;0.0721982058;0.3006976575;0.4311451983;0.0361111079;0.0466726376;0.0840439187
0.0004965435;0.0044353551;0.0073988405;0.0120522074;0.0152551632;0.0301313311;0.1478311784;0.1319323807;0.4184248628;0.0691195872;0.1629225501
0.0001833737;0.000845146;0.0024202951;0.0053859182;0.0066376448;0.0303547202;0.1030179971;0.0839755206;0.1666673839;0.1831824255;0.4173295749
