_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;Defaut
0.8833930357;0.0589340752;0.0349378651;0.0110415631;0.0026889265;0.0044652596;0.002437299;0.0004136029;0.0003643612;0.0001940628;0.0011299487
0.216503608;0.7076128892;0.0132765359;0.0134719747;0.0183725576;0.0200395684;0.0053840274;0.0014696225;0.0011196047;0.0005818939;0.0021677178
0.0441124771;0.2684043065;0.6076401637;0.0065391545;0.0039960792;0.0352378096;0.0221117512;0.0032414355;0.0022368537;0.001901072;0.004578897
0.0008727564;0.1140922907;0.3051597373;0.4836830414;0.0078263735;0.0108421436;0.0551490644;0.0038252885;0.006363167;0.0037630347;0.0084231025
0.0006598679;0.0796482713;0.0794410981;0.2334898412;0.5021776991;0.0102248668;0.0626441107;0.004555753;0.0096917159;0.0050627616;0.0124040144
0.0009945496;0.0033459498;0.1215143234;0.0154943262;0.1649857182;0.5860662227;0.0290907428;0.0344535049;0.0118480476;0.0103404864;0.0218661283
0.0006169835;0.0033785324;0.0044815388;0.0553111779;0.0454518677;0.1443967671;0.6200681731;0.0194336245;0.033435137;0.0240857907;0.0493404073
0.0003664036;0.0022809763;0.0113831892;0.0038995755;0.0051898472;0.0616798314;0.2792771083;0.4430338595;0.0398609102;0.0525613255;0.1004669733
0.000346977;0.0033336182;0.0058038122;0.0097365411;0.0126214641;0.0255565983;0.1320845504;0.1239786247;0.4230597465;0.0748703174;0.1886077501
0.0001249304;0.0006080221;0.0018124945;0.0041734395;0.0052769939;0.0250363931;0.0899280227;0.0765726302;0.158079801;0.1818855877;0.456501685
