_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;Defaut
0.8967125766;0.0533573794;0.0307599474;0.0094757798;0.002276173;0.0037370486;0.0020045074;0.0003359741;0.0002944778;0.0001561529;0.0008899831
0.2378805363;0.6958593012;0.0119219317;0.0120040197;0.0161822404;0.0172810699;0.0045256261;0.0012186096;0.0009210743;0.0004754554;0.0017301355
0.0511381266;0.2869049651;0.592125422;0.0058942452;0.0035923921;0.0312985778;0.0191269821;0.0027437095;0.0018781895;0.0015834452;0.0037139451
0.0011084982;0.1282097442;0.3187058498;0.4673291072;0.0071055556;0.0098025785;0.0488804723;0.0033005987;0.0054445909;0.0031848386;0.0069281659
0.0008426251;0.0905738856;0.0861783445;0.2431581357;0.4869562743;0.0093109837;0.0559958615;0.0039744036;0.008382497;0.0043286789;0.01029831
0.0012599735;0.0040731276;0.1357899195;0.0167209725;0.173811267;0.5733006113;0.0264174126;0.0307912065;0.0104209591;0.0089961052;0.0184184451
0.00078887;0.004129312;0.0053396168;0.0628805103;0.049955274;0.1537749561;0.6109485119;0.0178125401;0.0303231054;0.0215308495;0.0425164538
0.0004730519;0.00281469;0.0134842405;0.0045291315;0.005984352;0.0690749687;0.2946589506;0.4349143714;0.0371875722;0.0483409166;0.0885377546
0.0004484174;0.0040902542;0.0069075745;0.0113475256;0.0144618966;0.0287689409;0.1432669604;0.1297277163;0.420133071;0.0707951021;0.1700525409
0.0001644006;0.0007696732;0.0022297019;0.00501067;0.0062208525;0.0287502589;0.0991733141;0.0818620422;0.1643185261;0.1829911044;0.4285094559
