_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;Defaut
0.9450171288;0.0311782363;0.0157516731;0.0042972916;0.0009670909;0.001504989;0.000743309;0.0001174639;0.0001005179;0.0000522023;0.0002700972
0.3527785894;0.6143038313;0.0066959877;0.0064996369;0.0082968824;0.0080228911;0.0018604901;0.0004696064;0.0003419431;0.0001708985;0.0005592431
0.0970389241;0.3700846218;0.4979107349;0.00337018;0.0020283157;0.0167036621;0.0090106427;0.0011654405;0.0007679661;0.0006232722;0.0012962397
0.0032228497;0.2102839157;0.367571298;0.3752690621;0.0042036467;0.0056859994;0.0258573299;0.001534966;0.0024340547;0.0013520981;0.0025847799
0.0025125002;0.1569242646;0.1184058068;0.2759857924;0.3979239953;0.0055869545;0.0308244086;0.0019471074;0.0039435287;0.0019282592;0.0040173824
0.0036196751;0.0096529235;0.2163833989;0.0223944872;0.2081058713;0.489923183;0.0156477563;0.0169158774;0.0053069528;0.0043507517;0.0076991229
0.0023663651;0.0099785293;0.0114241224;0.1081207761;0.0729797187;0.1937730394;0.5408236165;0.0110235411;0.0178522966;0.0118393687;0.0198186262
0.0014852477;0.007117072;0.0281082308;0.008585597;0.0109636184;0.1104460467;0.3566763972;0.3752018983;0.0250226469;0.0304106984;0.0459825466
0.0014145104;0.01007389;0.0147065004;0.0218727939;0.0257193731;0.0470600208;0.1970545769;0.1502830142;0.3823863907;0.0507759249;0.0986530045
0.0005646186;0.0021944199;0.0055511669;0.0111170171;0.0126550577;0.0517128947;0.1474806181;0.1049295942;0.1845601849;0.1761247357;0.3031096921
