_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;Defaut
0.9010462831;0.0514968733;0.0294022379;0.0089777927;0.0021463441;0.0035100803;0.0018714439;0.0003123311;0.0002732761;0.0001446899;0.0008186476
0.2455247745;0.6913099643;0.0114734904;0.0115216057;0.0154699934;0.0164003979;0.0042571581;0.001140936;0.0008600169;0.0004428922;0.0015987706
0.0537621874;0.2932818204;0.5863484882;0.0056799551;0.0034586033;0.0300081071;0.0181716169;0.0025871616;0.0017661035;0.0014848134;0.0034511431
0.0012026256;0.1333504449;0.323175162;0.4613613082;0.0068642991;0.0094561121;0.0468318013;0.0031329563;0.0051531365;0.0030029995;0.0064691545
0.0009158731;0.0945909625;0.088533749;0.2463141429;0.4813418164;0.009004155;0.0538059393;0.0037869164;0.0079633696;0.0040959009;0.009647175
0.0013657622;0.0043544182;0.1409570956;0.0171468169;0.1767669211;0.5684404467;0.0255225165;0.029584499;0.0099574474;0.0085635802;0.0173404961
0.0008578229;0.0044206386;0.0056661159;0.0656562829;0.0515524781;0.1569751333;0.6072907606;0.017264439;0.0292827778;0.0206887284;0.0403448226
0.0005161259;0.003023257;0.0142804422;0.0047638577;0.0062788219;0.0717488526;0.2998447293;0.4316984305;0.0362641356;0.0469087465;0.084672601
0.0004894165;0.0043847463;0.007327233;0.011949934;0.0151404543;0.0299351161;0.1471800997;0.1316229168;0.4186862217;0.0693589558;0.1639249061
0.0001805548;0.0008340137;0.0023923339;0.0053311268;0.0065770118;0.0301225747;0.1024669806;0.0836756685;0.166339297;0.1831641473;0.418916291
